Label,Layer #,Scaffold #,wt% PPF,Spacing (mm),Speed (mm/s),Pressure (bar),Mean fiber,Mean pore,Mean spacing,Fiber Size (x1),x2,x3,x4,x5,Pore Size (x1),x2 2,x3 2,x4 2,x5 2,Fiber spacing (x1),Spacing x2,Spacing x3,Spacing x4,Spacing x5,Std wt% PPF,Std Spacing (mm),Std Speed (mm/s),Std Pressure (bar),Std Mean fiber,Std Mean pore,Std Mean spacing,Linear pore size,Quadratic pore size,Linear fiber diameter,Quadratic fiber diameter,4th order pore,4th order fiber,"Pore (lin, step)","Fiber (lin, step)","Pore (quad, step)","Fiber (quad, step)","Sum (lin, step)","Sum (quad, step)"
"85:15 PPF:DEF, 2.5bar, 7.5mm/s, 1.2mm",9,1,85,1.2,7.5,2.5,0.42,0.7032,1.1232,0.432,0.468,0.42,0.372,0.408,0.612,0.684,0.756,0.768,0.696,1.044,1.152,1.176,1.14,1.104,-0.7253025041,1.1746092977,-0.2147341207,-0.4284002323,-0.2226987463,1.1012732913,0.9891606598,0.6530278107,0.540883165,0.5539970106,0.546401446,0.6878261045,0.4427167525,0.625201261,0.510273831,0.584156421,0.546906995,1.135475092,1.131063416
"85:15 PPF:DEF, 2.5bar, 7.5mm/s, 1.2mm",9,2,85,1.2,7.5,2.5,0.3792,0.7512,1.1304,0.432,0.432,0.336,0.384,0.312,0.696,0.792,0.768,0.768,0.732,1.128,1.224,1.104,1.152,1.044,-0.7253025041,1.1746092977,-0.2147341207,-0.4284002323,-0.4879925281,1.3173923976,1.0252490753,0.6530278107,0.540883165,0.5539970106,0.546401446,0.6878261045,0.4427167525,0.625201261,0.510273831,0.584156421,0.546906995,1.135475092,1.131063416
"85:15 PPF:DEF, 2.5bar, 7.5mm/s, 1.2mm",9,3,85,1.2,7.5,2.5,0.432,0.7056,1.1376,0.432,0.432,0.384,0.456,0.456,0.708,0.636,0.708,0.78,0.696,1.14,1.068,1.092,1.236,1.152,-0.7253025041,1.1746092977,-0.2147341207,-0.4284002323,-0.1446711634,1.1120792466,1.0613374909,0.6530278107,0.540883165,0.5539970106,0.546401446,0.6878261045,0.4427167525,0.625201261,0.510273831,0.584156421,0.546906995,1.135475092,1.131063416
"85:15 PPF:DEF, 2.5bar, 7.5mm/s, 1.2mm",9,4,85,1.2,7.5,2.5,0.396,0.7368,1.1328,0.408,0.396,0.384,0.468,0.324,0.708,0.792,0.756,0.66,0.768,1.116,1.188,1.14,1.128,1.092,-0.7253025041,1.1746092977,-0.2147341207,-0.4284002323,-0.378753912,1.2525566657,1.0372785472,0.6530278107,0.540883165,0.5539970106,0.546401446,0.6878261045,0.4427167525,0.625201261,0.510273831,0.584156421,0.546906995,1.135475092,1.131063416
"85:15 PPF:DEF, 2.5bar, 7.5mm/s, 1.2mm",10,1,85,1.2,7.5,2.5,0.4056,0.6744,1.08,0.396,0.408,0.372,0.432,0.42,0.756,0.624,0.648,0.732,0.612,1.152,1.032,1.02,1.164,1.032,-0.7253025041,1.1746092977,-0.2147341207,-0.4284002323,-0.3163318457,0.9716018276,0.7726301667,0.6530278107,0.540883165,0.5539970106,0.546401446,0.6878261045,0.4427167525,0.625201261,0.510273831,0.584156421,0.546906995,1.135475092,1.131063416
"85:15 PPF:DEF, 2.5bar, 7.5mm/s, 1.2mm",10,2,85,1.2,7.5,2.5,0.396,0.648,1.044,0.348,0.468,0.396,0.36,0.408,0.576,0.732,0.624,0.684,0.624,0.924,1.2,1.02,1.044,1.032,-0.7253025041,1.1746092977,-0.2147341207,-0.4284002323,-0.378753912,0.8527363191,0.5921880891,0.6530278107,0.540883165,0.5539970106,0.546401446,0.6878261045,0.4427167525,0.625201261,0.510273831,0.584156421,0.546906995,1.135475092,1.131063416
"85:15 PPF:DEF, 2.5bar, 7.5mm/s, 1.2mm",10,3,85,1.2,7.5,2.5,0.396,0.7968,1.1928,0.384,0.396,0.396,0.444,0.36,0.888,0.888,0.852,0.804,0.552,1.272,1.284,1.248,1.248,0.912,-0.7253025041,1.1746092977,-0.2147341207,-0.4284002323,-0.378753912,1.5227055486,1.3380153432,0.6530278107,0.540883165,0.5539970106,0.546401446,0.6878261045,0.4427167525,0.625201261,0.510273831,0.584156421,0.546906995,1.135475092,1.131063416
"85:15 PPF:DEF, 2.5bar, 7.5mm/s, 1.2mm",10,4,85,1.2,7.5,2.5,0.4128,0.6456,1.0584,0.372,0.48,0.48,0.396,0.336,0.78,0.456,0.648,0.672,0.672,1.152,0.936,1.128,1.068,1.008,-0.7253025041,1.1746092977,-0.2147341207,-0.4284002323,-0.269515296,0.8419303638,0.6643649201,0.6530278107,0.540883165,0.5539970106,0.546401446,0.6878261045,0.4427167525,0.625201261,0.510273831,0.584156421,0.546906995,1.135475092,1.131063416
"85:15 PPF:DEF, 2.5bar, 7.5mm/s, 1.2mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"85:15 PPF:DEF, 2.5bar, 7.5mm/s, 1mm",1,1,85,1,7.5,2.5,0.6288,0.3048,0.9336,0.624,0.612,0.684,0.6,0.624,0.312,0.288,0.348,0.288,0.288,0.936,0.9,1.032,0.888,0.912,-0.7253025041,0.2349218595,-0.2147341207,-0.4284002323,1.1349811959,-0.6925152908,0.0388323845,0.4604278107,0.344083165,0.5539970106,0.546401446,0.4871432245,0.4427167525,0.423240758,0.52522508,0.378231625,0.562998299,0.948465838,0.941229924
"85:15 PPF:DEF, 2.5bar, 7.5mm/s, 1mm",1,2,85,1,7.5,2.5,0.5136,0.3888,0.9024,0.528,0.516,0.504,0.492,0.528,0.396,0.384,0.396,0.384,0.384,0.924,0.9,0.9,0.876,0.912,-0.7253025041,0.2349218595,-0.2147341207,-0.4284002323,0.3859164002,-0.3143068548,-0.1175507495,0.4604278107,0.344083165,0.5539970106,0.546401446,0.4871432245,0.4427167525,0.423240758,0.52522508,0.378231625,0.562998299,0.948465838,0.941229924
"85:15 PPF:DEF, 2.5bar, 7.5mm/s, 1mm",1,3,85,1,7.5,2.5,0.54,0.3456,0.8856,0.588,0.564,0.528,0.528,0.492,0.384,0.396,0.312,0.3,0.336,0.972,0.96,0.84,0.828,0.828,-0.7253025041,0.2349218595,-0.2147341207,-0.4284002323,0.5575770825,-0.5088140505,-0.2017570523,0.4604278107,0.344083165,0.5539970106,0.546401446,0.4871432245,0.4427167525,0.423240758,0.52522508,0.378231625,0.562998299,0.948465838,0.941229924
"85:15 PPF:DEF, 2.5bar, 7.5mm/s, 1mm",1,4,85,1,7.5,2.5,0.5232,0.4104,0.9336,0.54,0.516,0.516,0.504,0.54,0.408,0.408,0.396,0.408,0.432,0.948,0.924,0.912,0.912,0.972,-0.7253025041,0.2349218595,-0.2147341207,-0.4284002323,0.4483384665,-0.217053257,0.0388323845,0.4604278107,0.344083165,0.5539970106,0.546401446,0.4871432245,0.4427167525,0.423240758,0.52522508,0.378231625,0.562998299,0.948465838,0.941229924
"85:15 PPF:DEF, 2.5bar, 7.5mm/s, 1mm",2,1,85,1,7.5,2.5,0.5304,0.372,0.9024,0.444,0.564,0.54,0.564,0.54,0.42,0.324,0.384,0.348,0.384,0.864,0.888,0.924,0.912,0.924,-0.7253025041,0.2349218595,-0.2147341207,-0.4284002323,0.4951550162,-0.389948542,-0.1175507495,0.4604278107,0.344083165,0.5539970106,0.546401446,0.4871432245,0.4427167525,0.423240758,0.52522508,0.378231625,0.562998299,0.948465838,0.941229924
"85:15 PPF:DEF, 2.5bar, 7.5mm/s, 1mm",2,2,85,1,7.5,2.5,0.5088,0.372,0.8808,0.444,0.528,0.54,0.504,0.528,0.456,0.3,0.36,0.396,0.348,0.9,0.828,0.9,0.9,0.876,-0.7253025041,0.2349218595,-0.2147341207,-0.4284002323,0.3547053671,-0.389948542,-0.225815996,0.4604278107,0.344083165,0.5539970106,0.546401446,0.4871432245,0.4427167525,0.423240758,0.52522508,0.378231625,0.562998299,0.948465838,0.941229924
"85:15 PPF:DEF, 2.5bar, 7.5mm/s, 1mm",2,3,85,1,7.5,2.5,0.5568,0.372,0.9288,0.444,0.6,0.564,0.588,0.588,0.372,0.324,0.36,0.396,0.408,0.816,0.924,0.924,0.984,0.996,-0.7253025041,0.2349218595,-0.2147341207,-0.4284002323,0.6668156986,-0.389948542,0.0147734408,0.4604278107,0.344083165,0.5539970106,0.546401446,0.4871432245,0.4427167525,0.423240758,0.52522508,0.378231625,0.562998299,0.948465838,0.941229924
"85:15 PPF:DEF, 2.5bar, 7.5mm/s, 1mm",2,4,85,1,7.5,2.5,0.5232,0.3624,0.8856,0.468,0.564,0.504,0.516,0.564,0.36,0.348,0.336,0.42,0.348,0.828,0.912,0.84,0.936,0.912,-0.7253025041,0.2349218595,-0.2147341207,-0.4284002323,0.4483384665,-0.4331723633,-0.2017570523,0.4604278107,0.344083165,0.5539970106,0.546401446,0.4871432245,0.4427167525,0.423240758,0.52522508,0.378231625,0.562998299,0.948465838,0.941229924
"85:15 PPF:DEF, 2.5bar, 7.5mm/s, 1mm",3,1,85,1,7.5,2.5,0.5064,0.42,0.9264,0.504,0.552,0.48,0.504,0.492,0.42,0.42,0.444,0.432,0.384,0.924,0.972,0.924,0.936,0.876,-0.7253025041,0.2349218595,-0.2147341207,-0.4284002323,0.3390998505,-0.1738294357,0.0027439689,0.4604278107,0.344083165,0.5539970106,0.546401446,0.4871432245,0.4427167525,0.423240758,0.52522508,0.378231625,0.562998299,0.948465838,0.941229924
"85:15 PPF:DEF, 2.5bar, 7.5mm/s, 1mm",3,2,85,1,7.5,2.5,0.5022,0.4536,0.9558,0.504,0.528,0.516,0.477,0.486,0.468,0.459,0.441,0.441,0.459,0.972,0.987,0.957,0.918,0.945,-0.7253025041,0.2349218595,-0.2147341207,-0.4284002323,0.3117901965,-0.0225460613,0.150104999,0.4604278107,0.344083165,0.5539970106,0.546401446,0.4871432245,0.4427167525,0.423240758,0.52522508,0.378231625,0.562998299,0.948465838,0.941229924
"85:15 PPF:DEF, 2.5bar, 7.5mm/s, 1mm",3,3,85,1,7.5,2.5,0.5112,0.432,0.9432,0.504,0.504,0.549,0.495,0.504,0.45,0.432,0.414,0.45,0.414,0.954,0.936,0.963,0.945,0.918,-0.7253025041,0.2349218595,-0.2147341207,-0.4284002323,0.3703108836,-0.1197996592,0.0869502718,0.4604278107,0.344083165,0.5539970106,0.546401446,0.4871432245,0.4427167525,0.423240758,0.52522508,0.378231625,0.562998299,0.948465838,0.941229924
"85:15 PPF:DEF, 2.5bar, 7.5mm/s, 1mm",3,4,85,1,7.5,2.5,0.4842,0.4374,0.9216,0.495,0.486,0.477,0.495,0.468,0.432,0.441,0.477,0.414,0.423,0.927,0.927,0.954,0.909,0.891,-0.7253025041,0.2349218595,-0.2147341207,-0.4284002323,0.1947488222,-0.0954862597,-0.0213149747,0.4604278107,0.344083165,0.5539970106,0.546401446,0.4871432245,0.4427167525,0.423240758,0.52522508,0.378231625,0.562998299,0.948465838,0.941229924
"85:15 PPF:DEF, 2.5bar, 7.5mm/s, 1mm",4,1,85,1,7.5,2.5,0.5346,0.4086,0.9432,0.504,0.54,0.558,0.54,0.531,0.414,0.423,0.396,0.396,0.414,0.918,0.963,0.954,0.936,0.945,-0.7253025041,0.2349218595,-0.2147341207,-0.4284002323,0.5224646703,-0.2251577235,0.0869502718,0.4604278107,0.344083165,0.5539970106,0.546401446,0.4871432245,0.4427167525,0.423240758,0.52522508,0.378231625,0.562998299,0.948465838,0.941229924
"85:15 PPF:DEF, 2.5bar, 7.5mm/s, 1mm",4,2,85,1,7.5,2.5,0.522,0.4158,0.9378,0.495,0.522,0.522,0.549,0.522,0.414,0.405,0.441,0.414,0.405,0.909,0.927,0.963,0.963,0.927,-0.7253025041,0.2349218595,-0.2147341207,-0.4284002323,0.4405357082,-0.1927398575,0.0598839602,0.4604278107,0.344083165,0.5539970106,0.546401446,0.4871432245,0.4427167525,0.423240758,0.52522508,0.378231625,0.562998299,0.948465838,0.941229924
"85:15 PPF:DEF, 2.5bar, 7.5mm/s, 1mm",4,3,85,1,7.5,2.5,0.5436,0.396,0.9396,0.54,0.522,0.531,0.585,0.54,0.36,0.396,0.414,0.414,0.396,0.9,0.918,0.945,0.999,0.936,-0.7253025041,0.2349218595,-0.2147341207,-0.4284002323,0.5809853574,-0.2818889889,0.0689060641,0.4604278107,0.344083165,0.5539970106,0.546401446,0.4871432245,0.4427167525,0.423240758,0.52522508,0.378231625,0.562998299,0.948465838,0.941229924
"85:15 PPF:DEF, 2.5bar, 7.5mm/s, 1mm",4,4,85,1,7.5,2.5,0.5328,0.4122,0.945,0.522,0.522,0.54,0.549,0.531,0.432,0.432,0.387,0.423,0.387,0.954,0.954,0.927,0.972,0.918,-0.7253025041,0.2349218595,-0.2147341207,-0.4284002323,0.5107605328,-0.2089487905,0.0959723757,0.4604278107,0.344083165,0.5539970106,0.546401446,0.4871432245,0.4427167525,0.423240758,0.52522508,0.378231625,0.562998299,0.948465838,0.941229924
"85:15 PPF:DEF, 2.5bar, 7.5mm/s, 1mm",5,1,85,1,7.5,2.5,0.5076,0.4122,0.9198,0.45,0.522,0.54,0.513,0.513,0.45,0.432,0.405,0.396,0.378,0.9,0.954,0.945,0.909,0.891,-0.7253025041,0.2349218595,-0.2147341207,-0.4284002323,0.3469026088,-0.2089487905,-0.0303370786,0.4604278107,0.344083165,0.5539970106,0.546401446,0.4871432245,0.4427167525,0.423240758,0.52522508,0.378231625,0.562998299,0.948465838,0.941229924
"85:15 PPF:DEF, 2.5bar, 7.5mm/s, 1mm",5,2,85,1,7.5,2.5,0.4896,0.4554,0.945,0.486,0.504,0.459,0.486,0.513,0.468,0.45,0.468,0.45,0.441,0.954,0.954,0.927,0.936,0.954,-0.7253025041,0.2349218595,-0.2147341207,-0.4284002323,0.2298612344,-0.0144415948,0.0959723757,0.4604278107,0.344083165,0.5539970106,0.546401446,0.4871432245,0.4427167525,0.423240758,0.52522508,0.378231625,0.562998299,0.948465838,0.941229924
"85:15 PPF:DEF, 2.5bar, 7.5mm/s, 1mm",5,3,85,1,7.5,2.5,0.5166,0.4536,0.9702,0.486,0.513,0.531,0.522,0.531,0.468,0.441,0.441,0.45,0.468,0.954,0.954,0.972,0.972,0.999,-0.7253025041,0.2349218595,-0.2147341207,-0.4284002323,0.4054232959,-0.0225460613,0.22228183,0.4604278107,0.344083165,0.5539970106,0.546401446,0.4871432245,0.4427167525,0.423240758,0.52522508,0.378231625,0.562998299,0.948465838,0.941229924
"85:15 PPF:DEF, 2.5bar, 7.5mm/s, 1mm",5,4,85,1,7.5,2.5,0.4734,0.4464,0.9198,0.477,0.441,0.468,0.468,0.513,0.45,0.459,0.468,0.441,0.414,0.927,0.9,0.936,0.909,0.927,-0.7253025041,0.2349218595,-0.2147341207,-0.4284002323,0.1245239976,-0.0549639273,-0.0303370786,0.4604278107,0.344083165,0.5539970106,0.546401446,0.4871432245,0.4427167525,0.423240758,0.52522508,0.378231625,0.562998299,0.948465838,0.941229924
"85:15 PPF:DEF, 2.5bar, 7.5mm/s, 1mm",6,1,85,1,7.5,2.5,0.4428,0.4788,0.9216,0.45,0.477,0.405,0.441,0.441,0.459,0.459,0.504,0.477,0.495,0.909,0.936,0.909,0.918,0.936,-0.7253025041,0.2349218595,-0.2147341207,-0.4284002323,-0.0744463388,0.0909164695,-0.0213149747,0.4604278107,0.344083165,0.5539970106,0.546401446,0.4871432245,0.4427167525,0.423240758,0.52522508,0.378231625,0.562998299,0.948465838,0.941229924
"85:15 PPF:DEF, 2.5bar, 7.5mm/s, 1mm",6,2,85,1,7.5,2.5,0.4482,0.4734,0.9216,0.441,0.45,0.441,0.423,0.486,0.468,0.468,0.54,0.468,0.423,0.909,0.918,0.981,0.891,0.909,-0.7253025041,0.2349218595,-0.2147341207,-0.4284002323,-0.0393339265,0.06660307,-0.0213149747,0.4604278107,0.344083165,0.5539970106,0.546401446,0.4871432245,0.4427167525,0.423240758,0.52522508,0.378231625,0.562998299,0.948465838,0.941229924
"85:15 PPF:DEF, 2.5bar, 7.5mm/s, 1mm",6,3,85,1,7.5,2.5,0.5238,0.4122,0.936,0.513,0.531,0.522,0.522,0.531,0.351,0.459,0.423,0.414,0.414,0.864,0.99,0.945,0.936,0.945,-0.7253025041,0.2349218595,-0.2147341207,-0.4284002323,0.4522398457,-0.2089487905,0.0508618563,0.4604278107,0.344083165,0.5539970106,0.546401446,0.4871432245,0.4427167525,0.423240758,0.52522508,0.378231625,0.562998299,0.948465838,0.941229924
"85:15 PPF:DEF, 2.5bar, 7.5mm/s, 1mm",6,4,85,1,7.5,2.5,0.4734,0.4716,0.945,0.522,0.459,0.459,0.441,0.486,0.468,0.477,0.513,0.477,0.423,0.99,0.936,0.972,0.918,0.909,-0.7253025041,0.2349218595,-0.2147341207,-0.4284002323,0.1245239976,0.0584986035,0.0959723757,0.4604278107,0.344083165,0.5539970106,0.546401446,0.4871432245,0.4427167525,0.423240758,0.52522508,0.378231625,0.562998299,0.948465838,0.941229924
"85:15 PPF:DEF, 2.5bar, 7.5mm/s, 1mm",7,1,85,1,7.5,2.5,0.4374,0.4824,0.9198,0.477,0.387,0.432,0.45,0.441,0.504,0.486,0.486,0.486,0.45,0.981,0.873,0.918,0.936,0.891,-0.7253025041,0.2349218595,-0.2147341207,-0.4284002323,-0.1095587511,0.1071254024,-0.0303370786,0.4604278107,0.344083165,0.5539970106,0.546401446,0.4871432245,0.4427167525,0.423240758,0.52522508,0.378231625,0.562998299,0.948465838,0.941229924
"85:15 PPF:DEF, 2.5bar, 7.5mm/s, 1mm",7,2,85,1,7.5,2.5,0.4572,0.4878,0.945,0.441,0.477,0.468,0.45,0.45,0.477,0.477,0.495,0.495,0.495,0.918,0.954,0.963,0.945,0.945,-0.7253025041,0.2349218595,-0.2147341207,-0.4284002323,0.0191867607,0.1314388019,0.0959723757,0.4604278107,0.344083165,0.5539970106,0.546401446,0.4871432245,0.4427167525,0.423240758,0.52522508,0.378231625,0.562998299,0.948465838,0.941229924
"85:15 PPF:DEF, 2.5bar, 7.5mm/s, 1mm",7,3,85,1,7.5,2.5,0.4608,0.4716,0.9324,0.432,0.477,0.486,0.468,0.441,0.504,0.45,0.45,0.468,0.486,0.936,0.927,0.936,0.936,0.927,-0.7253025041,0.2349218595,-0.2147341207,-0.4284002323,0.0425950355,0.0584986035,0.0328176485,0.4604278107,0.344083165,0.5539970106,0.546401446,0.4871432245,0.4427167525,0.423240758,0.52522508,0.378231625,0.562998299,0.948465838,0.941229924
"85:15 PPF:DEF, 2.5bar, 7.5mm/s, 1mm",7,4,85,1,7.5,2.5,0.468,0.5058,0.9738,0.459,0.45,0.468,0.459,0.504,0.522,0.504,0.522,0.486,0.495,0.981,0.954,0.99,0.945,0.999,-0.7253025041,0.2349218595,-0.2147341207,-0.4284002323,0.0894115853,0.2124834667,0.2403260378,0.4604278107,0.344083165,0.5539970106,0.546401446,0.4871432245,0.4427167525,0.423240758,0.52522508,0.378231625,0.562998299,0.948465838,0.941229924
"85:15 PPF:DEF, 2.5bar, 7.5mm/s, 1mm",8,1,85,1,7.5,2.5,0.4374,0.5022,0.9396,0.468,0.432,0.45,0.396,0.441,0.54,0.468,0.495,0.504,0.504,1.008,0.9,0.945,0.9,0.945,-0.7253025041,0.2349218595,-0.2147341207,-0.4284002323,-0.1095587511,0.1962745338,0.0689060641,0.4604278107,0.344083165,0.5539970106,0.546401446,0.4871432245,0.4427167525,0.423240758,0.52522508,0.378231625,0.562998299,0.948465838,0.941229924
"85:15 PPF:DEF, 2.5bar, 7.5mm/s, 1mm",8,2,85,1,7.5,2.5,0.4446,0.4536,0.8982,0.459,0.441,0.432,0.486,0.405,0.369,0.459,0.432,0.504,0.504,0.828,0.9,0.864,0.99,0.909,-0.7253025041,0.2349218595,-0.2147341207,-0.4284002323,-0.0627422014,-0.0225460613,-0.1386023252,0.4604278107,0.344083165,0.5539970106,0.546401446,0.4871432245,0.4427167525,0.423240758,0.52522508,0.378231625,0.562998299,0.948465838,0.941229924
"85:15 PPF:DEF, 2.5bar, 7.5mm/s, 1mm",8,3,85,1,7.5,2.5,0.45,0.4608,0.9108,0.468,0.45,0.441,0.432,0.459,0.477,0.495,0.468,0.504,0.36,0.945,0.945,0.909,0.936,0.819,-0.7253025041,0.2349218595,-0.2147341207,-0.4284002323,-0.0276297891,0.0098718046,-0.075447598,0.4604278107,0.344083165,0.5539970106,0.546401446,0.4871432245,0.4427167525,0.423240758,0.52522508,0.378231625,0.562998299,0.948465838,0.941229924
"85:15 PPF:DEF, 2.5bar, 7.5mm/s, 1mm",8,4,85,1,7.5,2.5,0.4554,0.4698,0.9252,0.45,0.459,0.441,0.477,0.45,0.414,0.45,0.513,0.477,0.495,0.864,0.909,0.954,0.954,0.945,-0.7253025041,0.2349218595,-0.2147341207,-0.4284002323,0.0074826232,0.050394137,-0.003270767,0.4604278107,0.344083165,0.5539970106,0.546401446,0.4871432245,0.4427167525,0.423240758,0.52522508,0.378231625,0.562998299,0.948465838,0.941229924
"85:15 PPF:DEF, 2.5bar, 7.5mm/s, 1mm",9,1,85,1,7.5,2.5,0.4464,0.5004,0.9468,0.441,0.441,0.441,0.459,0.45,0.486,0.495,0.531,0.513,0.477,0.927,0.936,0.972,0.972,0.927,-0.7253025041,0.2349218595,-0.2147341207,-0.4284002323,-0.0510380639,0.1881700673,0.1049944796,0.4604278107,0.344083165,0.5539970106,0.546401446,0.4871432245,0.4427167525,0.423240758,0.52522508,0.378231625,0.562998299,0.948465838,0.941229924
"85:15 PPF:DEF, 2.5bar, 7.5mm/s, 1mm",9,2,85,1,7.5,2.5,0.4644,0.5292,0.9936,0.441,0.468,0.432,0.477,0.504,0.54,0.522,0.54,0.513,0.531,0.981,0.99,0.972,0.99,1.035,-0.7253025041,0.2349218595,-0.2147341207,-0.4284002323,0.0660033104,0.3178415311,0.3395691805,0.4604278107,0.344083165,0.5539970106,0.546401446,0.4871432245,0.4427167525,0.423240758,0.52522508,0.378231625,0.562998299,0.948465838,0.941229924
"85:15 PPF:DEF, 2.5bar, 7.5mm/s, 1mm",9,3,85,1,7.5,2.5,0.4338,0.5004,0.9342,0.405,0.405,0.441,0.486,0.432,0.513,0.477,0.486,0.504,0.522,0.918,0.882,0.927,0.99,0.954,-0.7253025041,0.2349218595,-0.2147341207,-0.4284002323,-0.1329670259,0.1881700673,0.0418397524,0.4604278107,0.344083165,0.5539970106,0.546401446,0.4871432245,0.4427167525,0.423240758,0.52522508,0.378231625,0.562998299,0.948465838,0.941229924
"85:15 PPF:DEF, 2.5bar, 7.5mm/s, 1mm",9,4,85,1,7.5,2.5,0.4302,0.4806,0.9108,0.459,0.441,0.45,0.36,0.441,0.54,0.495,0.504,0.513,0.351,0.999,0.936,0.954,0.873,0.792,-0.7253025041,0.2349218595,-0.2147341207,-0.4284002323,-0.1563753008,0.099020936,-0.075447598,0.4604278107,0.344083165,0.5539970106,0.546401446,0.4871432245,0.4427167525,0.423240758,0.52522508,0.378231625,0.562998299,0.948465838,0.941229924
"85:15 PPF:DEF, 2.5bar, 7.5mm/s, 1mm",10,1,85,1,7.5,2.5,0.408,0.516,0.924,0.36,0.42,0.408,0.42,0.432,0.564,0.468,0.492,0.54,0.516,0.924,0.888,0.9,0.96,0.948,-0.7253025041,0.2349218595,-0.2147341207,-0.4284002323,-0.3007263291,0.2584087768,-0.0092855029,0.4604278107,0.344083165,0.5539970106,0.546401446,0.4871432245,0.4427167525,0.423240758,0.52522508,0.378231625,0.562998299,0.948465838,0.941229924
"85:15 PPF:DEF, 2.5bar, 7.5mm/s, 1mm",10,2,85,1,7.5,2.5,0.4464,0.4272,0.8736,0.444,0.432,0.456,0.48,0.42,0.468,0.42,0.48,0.444,0.324,0.912,0.852,0.936,0.924,0.744,-0.7253025041,0.2349218595,-0.2147341207,-0.4284002323,-0.0510380639,-0.1414115698,-0.2619044115,0.4604278107,0.344083165,0.5539970106,0.546401446,0.4871432245,0.4427167525,0.423240758,0.52522508,0.378231625,0.562998299,0.948465838,0.941229924
"85:15 PPF:DEF, 2.5bar, 7.5mm/s, 1mm",10,3,85,1,7.5,2.5,0.4416,0.4296,0.8712,0.444,0.408,0.432,0.48,0.444,0.372,0.432,0.444,0.432,0.468,0.816,0.84,0.876,0.912,0.912,-0.7253025041,0.2349218595,-0.2147341207,-0.4284002323,-0.0822490971,-0.1306056145,-0.2739338834,0.4604278107,0.344083165,0.5539970106,0.546401446,0.4871432245,0.4427167525,0.423240758,0.52522508,0.378231625,0.562998299,0.948465838,0.941229924
"85:15 PPF:DEF, 2.5bar, 7.5mm/s, 1mm",10,4,85,1,7.5,2.5,0.4536,0.4176,0.8712,0.468,0.48,0.444,0.492,0.384,0.384,0.42,0.444,0.432,0.408,0.852,0.9,0.888,0.924,0.792,-0.7253025041,0.2349218595,-0.2147341207,-0.4284002323,-0.0042215142,-0.184635391,-0.2739338834,0.4604278107,0.344083165,0.5539970106,0.546401446,0.4871432245,0.4427167525,0.423240758,0.52522508,0.378231625,0.562998299,0.948465838,0.941229924
"85:15 PPF:DEF, 2.5bar, 7.5mm/s, 1mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"85:15 PPF:DEF, 2.5bar, 7.5mm/s, 0.8mm",1,1,85,0.8,7.5,2.5,0.5352,0.216,0.7512,0.522,0.534,0.552,0.54,0.528,0.234,0.222,0.222,0.198,0.204,0.756,0.756,0.774,0.738,0.732,-0.7253025041,-0.7047655786,-0.2147341207,-0.4284002323,0.5263660494,-1.0923356374,-0.8754074754,0.2678278107,0.147283165,0.5539970106,0.546401446,0.2864603445,0.4427167525,0.221280255,0.54017633,0.172306828,0.579089603,0.761456585,0.751396431
"85:15 PPF:DEF, 2.5bar, 7.5mm/s, 0.8mm",1,2,85,0.8,7.5,2.5,0.54,0.216,0.756,0.534,0.522,0.558,0.54,0.546,0.228,0.204,0.21,0.21,0.228,0.762,0.726,0.768,0.75,0.774,-0.7253025041,-0.7047655786,-0.2147341207,-0.4284002323,0.5575770825,-1.0923356374,-0.8513485317,0.2678278107,0.147283165,0.5539970106,0.546401446,0.2864603445,0.4427167525,0.221280255,0.54017633,0.172306828,0.579089603,0.761456585,0.751396431
"85:15 PPF:DEF, 2.5bar, 7.5mm/s, 0.8mm",1,3,85,0.8,7.5,2.5,0.546,0.1884,0.7344,0.516,0.564,0.546,0.552,0.552,0.18,0.21,0.174,0.18,0.198,0.696,0.774,0.72,0.732,0.75,-0.7253025041,-0.7047655786,-0.2147341207,-0.4284002323,0.596590874,-1.2166041235,-0.9596137783,0.2678278107,0.147283165,0.5539970106,0.546401446,0.2864603445,0.4427167525,0.221280255,0.54017633,0.172306828,0.579089603,0.761456585,0.751396431
"85:15 PPF:DEF, 2.5bar, 7.5mm/s, 0.8mm",1,4,85,0.8,7.5,2.5,0.5832,0.1848,0.768,0.57,0.606,0.588,0.582,0.57,0.18,0.174,0.174,0.204,0.192,0.75,0.78,0.762,0.786,0.762,-0.7253025041,-0.7047655786,-0.2147341207,-0.4284002323,0.8384763809,-1.2328130565,-0.7912011725,0.2678278107,0.147283165,0.5539970106,0.546401446,0.2864603445,0.4427167525,0.221280255,0.54017633,0.172306828,0.579089603,0.761456585,0.751396431
"85:15 PPF:DEF, 2.5bar, 7.5mm/s, 0.8mm",2,1,85,0.8,7.5,2.5,0.5202,0.2142,0.7344,0.414,0.459,0.594,0.567,0.567,0.306,0.189,0.162,0.216,0.198,0.72,0.648,0.756,0.783,0.765,-0.7253025041,-0.7047655786,-0.2147341207,-0.4284002323,0.4288315708,-1.1004401039,-0.9596137783,0.2678278107,0.147283165,0.5539970106,0.546401446,0.2864603445,0.4427167525,0.221280255,0.54017633,0.172306828,0.579089603,0.761456585,0.751396431
